☘️4GTV,#genre# 
寰宇新聞台灣台,http://220.134.74.149:2398/udp/230.1.2.147:11111
寰宇新聞台灣台,http://220.134.74.149:2398/udp/224.1.4.101:11111
鏡電視新聞台,http://220.134.74.149:2398/udp/230.1.2.138:11111
鏡電視新聞台,http://220.134.74.149:2398/udp/224.1.4.126:11111
壹電視電影台,http://220.134.74.149:2398/udp/230.1.2.189:11111
壹電視電影台,http://220.134.74.149:2398/udp/230.1.2.19:11111
壹電視資訊綜合台,http://220.134.74.149:2398/udp/230.1.2.220:11111
壹電視資訊綜合台,http://220.134.74.149:2398/udp/230.1.2.40:11111
壹電視新聞台,http://220.134.74.149:2398/udp/230.1.2.18:11111
壹電視新聞台,http://220.134.74.149:2398/udp/230.1.2.188:11111
富立電視台,http://220.134.74.149:2398/udp/224.1.4.138:11111
富立電視台,http://220.134.74.149:2398/udp/224.1.4.35:11111
TaiwanPlus,http://220.134.74.149:2398/udp/230.1.2.210:11111
TaiwanPlus,http://220.134.74.149:2398/udp/230.1.2.30:11111
民視,http://220.134.74.149:2398/udp/224.1.4.6:11111
民視,http://220.134.74.149:2398/udp/230.1.2.226:11111
民視台灣台,http://220.134.74.149:2398/udp/224.1.4.227:11111
民視台灣台,http://220.134.74.149:2398/udp/230.1.2.61:11111
民視第一台,http://220.134.74.149:2398/udp/224.1.4.218:11111
民視第一台,http://220.134.74.149:2398/udp/224.1.4.77:11111
民視新聞台,http://220.134.74.149:2398/udp/224.1.4.97:11111
民視新聞台,http://220.134.74.149:2398/udp/230.1.2.155:11111
台視,http://220.134.74.149:2398/udp/224.1.4.8:11111
台視,http://220.134.74.149:2398/udp/230.1.2.227:11111
台視財經台,http://220.134.74.149:2398/udp/224.1.4.248:11111
台視財經台,http://220.134.74.149:2398/udp/224.1.4.32:11111
台視綜合台,http://220.134.74.149:2398/udp/224.1.4.170:11111
台視綜合台,http://220.134.74.149:2398/udp/224.1.4.31:11111
台視新聞台,http://220.134.74.149:2398/udp/230.1.2.99:11111
台視新聞台,http://220.134.74.149:2398/udp/224.1.4.215:11111
台灣戲劇台,http://220.134.74.149:2398/udp/230.1.2.154:11111
台灣戲劇台,http://220.134.74.149:2398/udp/224.1.4.62:11111
中視,http://220.134.74.149:2398/udp/224.1.4.10:11111
中視,http://220.134.74.149:2398/udp/230.1.2.228:11111
中視經典台,http://220.134.74.149:2398/udp/224.1.4.219:11111
中視經典台,http://220.134.74.149:2398/udp/224.1.4.33:11111
中視菁采台,http://220.134.74.149:2398/udp/230.1.2.224:11111
中視菁采台,http://220.134.74.149:2398/udp/230.1.2.34:11111
中視新聞台,http://220.134.74.149:2398/udp/224.1.4.252:11111
中視新聞台,http://220.134.74.149:2398/udp/224.1.4.50:11111
華視,http://220.134.74.149:2398/udp/224.1.4.12:11111
華視,http://220.134.74.149:2398/udp/230.1.2.229:11111
華視教育體育文化台,http://220.134.74.149:2398/udp/224.1.4.223:11111
華視教育體育文化台,http://220.134.74.149:2398/udp/224.1.4.96:11111
華視新聞資訊台,http://220.134.74.149:2398/udp/224.1.4.55:11111
華視新聞資訊台,http://220.134.74.149:2398/udp/230.1.2.248:11111
公視,http://220.134.74.149:2398/udp/224.1.4.53:11111
公視,http://220.134.74.149:2398/udp/230.1.2.230:11111
公視2台,http://220.134.74.149:2398/udp/230.1.2.185:11111
公視3台,http://220.134.74.149:2398/udp/224.1.4.228:11111
公視3台,http://220.134.74.149:2398/udp/230.1.2.62:11111
公視台語台,http://220.134.74.149:2398/udp/230.1.2.31:11111
TVBS,http://220.134.74.149:2398/udp/224.1.4.153:11111
TVBS,http://220.134.74.149:2398/udp/224.1.4.24:11111
TVBS歡樂台,http://220.134.74.149:2398/udp/224.1.4.154:11111
TVBS歡樂台,http://220.134.74.149:2398/udp/224.1.4.2:11111
TVBS新聞台,http://220.134.74.149:2398/udp/224.1.4.13:11111
TVBS新聞台,http://220.134.74.149:2398/udp/224.1.4.152:11111
TVBS精采台,http://220.134.74.149:2398/udp/230.1.2.225:11111
TVBS精采台,http://220.134.74.149:2398/udp/230.1.2.35:11111
三立戲劇台,http://220.134.74.149:2398/udp/230.1.2.232:11111
三立戲劇台,http://220.134.74.149:2398/udp/230.1.2.44:11111
三立財經新聞台,http://220.134.74.149:2398/udp/230.1.2.191:11111
三立財經新聞台,http://220.134.74.149:2398/udp/230.1.2.21:11111
三立綜合台,http://220.134.74.149:2398/udp/230.1.2.192:11111
三立綜合台,http://220.134.74.149:2398/udp/230.1.2.208:11111
三立綜合台,http://220.134.74.149:2398/udp/230.1.2.22:11111
大立電視台,http://220.134.74.149:2398/udp/224.1.4.142:11111
大立電視台,http://220.134.74.149:2398/udp/224.1.4.73:11111
緯來精采台,http://220.134.74.149:2398/udp/224.1.4.222:11111
緯來精采台,http://220.134.74.149:2398/udp/230.1.2.72:11111
天天電視台,http://220.134.74.149:2398/udp/230.1.2.245:11111
天天電視台,http://220.134.74.149:2398/udp/224.1.4.29:11111
八大優頻道,http://220.134.74.149:2398/udp/230.1.2.239:11111
八大優頻道,http://220.134.74.149:2398/udp/224.1.4.86:11111
國會頻道1,http://220.134.74.149:2398/udp/224.1.4.173:11111
國會頻道1,http://220.134.74.149:2398/udp/230.1.2.41:11111
國會頻道2,http://220.134.74.149:2398/udp/224.1.4.174:11111
國會頻道2,http://220.134.74.149:2398/udp/230.1.2.42:11111
非凡新聞台,http://220.134.74.149:2398/udp/224.1.4.158:11111
非凡新聞台,http://220.134.74.149:2398/udp/230.1.2.92:11111
信吉電視台,http://220.134.74.149:2398/udp/230.1.2.247:11111
信吉電視台,http://220.134.74.149:2398/udp/230.1.2.93:11111
信吉藝文台,http://220.134.74.149:2398/udp/230.1.2.182:11111
信吉藝文台,http://220.134.74.149:2398/udp/230.1.2.28:11111
冠軍電視台,http://220.134.74.149:2398/udp/224.1.4.224:11111
冠軍電視台,http://220.134.74.149:2398/udp/230.1.2.74:11111
客家電視,http://220.134.74.149:2398/udp/224.1.4.17:11111
客家電視,http://220.134.74.149:2398/udp/224.1.4.201:11111
新天地民俗台,http://jaz9.my.to:7878/udp/224.1.4.134:11111
原住民族電視台,http://220.134.74.149:2398/udp/224.1.4.76:11111
原住民族電視台,http://220.134.74.149:2398/udp/230.1.2.235:11111
新唐人亞太台,http://220.134.74.149:2398/udp/224.1.4.165:11111
新唐人亞太台,http://220.134.74.149:2398/udp/230.1.2.50:11111
ELTV生活英語台,http://220.134.74.149:2398/udp/224.1.4.216:11111
ELTV生活英語台,http://220.134.74.149:2398/udp/230.1.2.83:11111
ETtoday綜合台,http://220.134.74.149:2398/udp/224.1.4.212:11111
ETtoday綜合台,http://220.134.74.149:2398/udp/224.1.4.59:11111
Eve Southeast Asia,http://220.134.74.149:2398/udp/230.1.2.14:11111
Eve Southeast Asia,http://220.134.74.149:2398/udp/230.1.2.214:11111
EYE TV戲劇台,http://220.134.74.149:2398/udp/224.1.4.60:11111
EYE TV戲劇台,http://220.134.74.149:2398/udp/230.1.2.134:11111
EYE TV旅遊台,http://220.134.74.149:2398/udp/224.1.4.192:11111
EYE TV旅遊台,http://220.134.74.149:2398/udp/224.1.4.61:11111
EYE TV旅遊台,http://220.134.74.149:2398/udp/230.1.2.135:11111
ELEVEN SPORTS PLUS,http://220.134.74.149:2398/udp/224.1.4.115:11111
ELEVEN SPORTS PLUS,http://220.134.74.149:2398/udp/224.1.4.189:11111
ELEVEN SPORTS 2,http://220.134.74.149:2398/udp/224.1.4.156:11111
ELEVEN SPORTS 2,http://220.134.74.149:2398/udp/230.1.2.79:11111
愛爾達亞運1台,http://220.134.74.149:2398/udp/224.1.4.129:11111
愛爾達亞運1台,http://220.134.74.149:2398/udp/224.1.4.94:11111
愛爾達亞運2台,http://220.134.74.149:2398/udp/230.1.2.170:11111
愛爾達亞運2台,http://220.134.74.149:2398/udp/230.1.2.7:11111
愛爾達亞運3台,http://220.134.74.149:2398/udp/230.1.2.234:11111
愛爾達亞運3台,http://220.134.74.149:2398/udp/230.1.2.87:11111
愛爾達體育1台,http://220.134.74.149:2398/udp/224.1.4.112:11111
愛爾達體育1台,http://220.134.74.149:2398/udp/230.1.2.131:11111
愛爾達體育2台,http://220.134.74.149:2398/udp/230.1.2.237:11111
愛爾達體育2台,http://220.134.74.149:2398/udp/230.1.2.88:11111
愛爾達體育3台,http://220.134.74.149:2398/udp/224.1.4.193:11111
愛爾達體育3台,http://220.134.74.149:2398/udp/230.1.2.91:11111
愛爾達體育4台,http://220.134.74.149:2398/udp/224.1.4.7:11111
愛爾達體育4台,http://220.134.74.149:2398/udp/230.1.2.146:11111
博斯無限台,http://220.134.74.149:2398/udp/224.1.4.46:11111
博斯無限台,http://220.134.74.149:2398/udp/230.1.2.215:11111
博斯無限二台,http://220.134.74.149:2398/udp/224.1.4.207:11111
博斯無限二台,http://220.134.74.149:2398/udp/230.1.2.97:11111
博斯網球台,http://220.134.74.149:2398/udp/224.1.4.66:11111
博斯網球台,http://220.134.74.149:2398/udp/230.1.2.198:11111
博斯運動一台,http://220.134.74.149:2398/udp/224.1.4.48:11111
博斯運動一台,http://220.134.74.149:2398/udp/230.1.2.158:11111
博斯運動二台,http://220.134.74.149:2398/udp/224.1.4.5:11111
博斯運動二台,http://220.134.74.149:2398/udp/230.1.2.196:11111
博斯高球一台,http://220.134.74.149:2398/udp/224.1.4.49:11111
博斯高球一台,http://220.134.74.149:2398/udp/230.1.2.183:11111
博斯高球二台,http://220.134.74.149:2398/udp/224.1.4.47:11111
博斯高球二台,http://220.134.74.149:2398/udp/230.1.2.197:11111
博斯魅力網,http://220.134.74.149:2398/udp/224.1.4.110:11111
博斯魅力網,http://220.134.74.149:2398/udp/224.1.4.250:11111
智林體育台,http://220.134.74.149:2398/udp/224.1.4.238:11111
智林體育台,http://220.134.74.149:2398/udp/230.1.2.78:11111
世界羽球雜誌,http://220.134.74.149:2398/udp/224.1.4.117:11111
世界羽球雜誌,http://220.134.74.149:2398/udp/224.1.4.191:11111
TRACE Sport Stars,http://220.134.74.149:2398/udp/224.1.4.242:11111
TRACE Sport Stars,http://220.134.74.149:2398/udp/230.1.2.84:11111
Eurosport Asia,http://220.134.74.149:2398/udp/224.1.4.135:11111
NBA動態,http://220.134.74.149:2398/udp/224.1.4.144:11111
i-Fun動漫台,http://220.134.74.149:2398/udp/230.1.2.223:11111
i-Fun動漫台,http://220.134.74.149:2398/udp/230.1.2.26:11111
曼迪日本台,http://220.134.74.149:2398/udp/230.1.2.242:11111
曼迪日本台,http://220.134.74.149:2398/udp/230.1.2.89:11111
Animax,http://220.134.74.149:2398/udp/224.1.4.237:11111
Animax,http://220.134.74.149:2398/udp/230.1.2.77:11111
Bloomberg TV,http://220.134.74.149:2398/udp/224.1.4.197:11111
Bloomberg TV,http://220.134.74.149:2398/udp/224.1.4.79:11111
BBC CBeebies,http://220.134.74.149:2398/udp/224.1.4.213:11111
BBC CBeebies,http://220.134.74.149:2398/udp/224.1.4.75:11111
CARTOONITO,http://220.134.74.149:2398/udp/224.1.4.15:11111
CARTOONITO,http://220.134.74.149:2398/udp/224.1.4.161:11111
Nick Jr.,http://220.134.74.149:2398/udp/224.1.4.179:11111
Nick Jr.,http://220.134.74.149:2398/udp/224.1.4.58:11111
Nickelodeon Asia(尼克兒童頻道),http://220.134.74.149:2398/udp/224.1.4.249:11111
Nickelodeon Asia(尼克兒童頻道),http://220.134.74.149:2398/udp/224.1.4.45:11111
PET CLUB TV,http://220.134.74.149:2398/udp/224.1.4.124:11111
PET CLUB TV,http://220.134.74.149:2398/udp/230.1.2.130:11111
DreamWorks,http://220.134.74.149:2398/udp/224.1.4.177:11111
DreamWorks,http://220.134.74.149:2398/udp/224.1.4.121:11111
测试,http://220.134.74.149:2398/udp/230.1.2.201:11111
CMusic,http://220.134.74.149:2398/udp/224.1.4.159:11111
CMusic,http://220.134.74.149:2398/udp/230.1.2.60:11111
CLASSICA HD,http://220.134.74.149:2398/udp/224.1.4.74:11111
CLASSICA HD,http://220.134.74.149:2398/udp/230.1.2.139:11111
CNBC Asia Channel,http://220.134.74.149:2398/udp/224.1.4.140:11111
CNBC Asia Channel,http://220.134.74.149:2398/udp/224.1.4.118:11111
CNN International,http://220.134.74.149:2398/udp/224.1.4.235:11111
CNN International,http://220.134.74.149:2398/udp/230.1.2.69:11111
DMAX,http://220.134.74.149:2398/udp/230.1.2.213:11111
DMAX,http://220.134.74.149:2398/udp/230.1.2.13:11111
Discovery Asia,http://220.134.74.149:2398/udp/230.1.2.168:11111
Discovery Asia,http://220.134.74.149:2398/udp/230.1.2.6:11111
Discovery科學頻道,http://220.134.74.149:2398/udp/230.1.2.12:11111
Discovery科學頻道,http://220.134.74.149:2398/udp/230.1.2.212:11111
歷史頻道,http://220.134.74.149:2398/udp/230.1.2.216:11111
歷史頻道,http://220.134.74.149:2398/udp/230.1.2.36:11111
DaVinCi Learning達文西頻道,http://220.134.74.149:2398/udp/224.1.4.233:11111
DaVinCi Learning達文西頻道,http://220.134.74.149:2398/udp/230.1.2.67:11111
半島英語新聞台Al Jazeera English,http://220.134.74.149:2398/udp/230.1.2.128:11111
德國之聲電視台,http://220.134.74.149:2398/udp/224.1.4.120:11111
德國之聲電視台,http://220.134.74.149:2398/udp/224.1.4.147:11111
NHK新聞資訊台,http://220.134.74.149:2398/udp/224.1.4.137:11111
BBC Earth,http://220.134.74.149:2398/udp/230.1.2.172:11111
BBC Earth,http://220.134.74.149:2398/udp/230.1.2.9:11111
BBC Lifestyle Channel,http://220.134.74.149:2398/udp/230.1.2.173:11111
BBC Lifestyle Channel,http://220.134.74.149:2398/udp/230.1.2.10:11111
BBC World News,http://220.134.74.149:2398/udp/230.1.2.250:11111
BBC World News,http://220.134.74.149:2398/udp/224.1.4.52:11111
Channel NewsAsia頻道,http://220.134.74.149:2398/udp/224.1.4.139:11111
Channel NewsAsia頻道,http://220.134.74.149:2398/udp/230.1.2.11:11111
FRANCE24(English),http://220.134.74.149:2398/udp/224.1.4.166:11111
FRANCE24(English),http://220.134.74.149:2398/udp/230.1.2.24:11111
FRANCE24(French),http://220.134.74.149:2398/udp/230.1.2.15:11111
TV5MONDE,http://220.134.74.149:2398/udp/224.1.4.148:11111
TV5MONDE,http://220.134.74.149:2398/udp/224.1.4.16:11111
TV5MONDE STYLE HD,http://220.134.74.149:2398/udp/224.1.4.108:11111
TV5MONDE STYLE HD,http://220.134.74.149:2398/udp/224.1.4.208:11111
Global Trekker,http://220.134.74.149:2398/udp/224.1.4.162:11111
Global Trekker,http://220.134.74.149:2398/udp/224.1.4.82:11111
亞洲美食頻道,http://220.134.74.149:2398/udp/230.1.2.233:11111
亞洲美食頻道,http://220.134.74.149:2398/udp/230.1.2.85:11111
美食星球頻道,http://220.134.74.149:2398/udp/224.1.4.19:11111
美食星球頻道,http://220.134.74.149:2398/udp/230.1.2.178:11111
Food Network 美食台頻道,http://220.134.74.149:2398/udp/224.1.4.211:11111
Food Network 美食台頻道,http://220.134.74.149:2398/udp/224.1.4.57:11111
INULTRA,http://220.134.74.149:2398/udp/230.1.2.145:11111
INULTRA,http://220.134.74.149:2398/udp/224.1.4.3:11111
Lifetime,http://220.134.74.149:2398/udp/224.1.4.230:11111
Lifetime,http://220.134.74.149:2398/udp/230.1.2.64:11111
LOVE NATURE,http://220.134.74.149:2398/udp/224.1.4.182:11111
LOVE NATURE,http://220.134.74.149:2398/udp/224.1.4.1:11111
LUXE TV Channel,http://220.134.74.149:2398/udp/230.1.2.176:11111
LUXE TV Channel,http://220.134.74.149:2398/udp/230.1.2.16:11111
Magellan TV,http://220.134.74.149:2398/udp/230.1.2.136:11111
Magellan TV,http://220.134.74.149:2398/udp/224.1.4.20:11111
Medici-arts,http://220.134.74.149:2398/udp/224.1.4.26:11111
Medici-arts,http://220.134.74.149:2398/udp/230.1.2.180:11111
Mezzo Live HD,http://220.134.74.149:2398/udp/224.1.4.240:11111
Mezzo Live HD,http://220.134.74.149:2398/udp/230.1.2.81:11111
MTV Live,http://220.134.74.149:2398/udp/230.1.2.246:11111
MTV Live,http://220.134.74.149:2398/udp/230.1.2.86:11111
MTV綜合電視台,http://220.134.74.149:2398/udp/230.1.2.231:11111
MTV綜合電視台,http://220.134.74.149:2398/udp/230.1.2.43:11111
TRACE Urban,http://220.134.74.149:2398/udp/224.1.4.241:11111
TRACE Urban,http://220.134.74.149:2398/udp/230.1.2.82:11111
韓國娛樂台KMTV,http://220.134.74.149:2398/udp/230.1.2.66:11111
韓國娛樂台KMTV,http://220.134.74.149:2398/udp/224.1.4.232:11111
韓國Arirang TV,http://220.134.74.149:2398/udp/224.1.4.184:11111
韓國Arirang TV,http://220.134.74.149:2398/udp/224.1.4.92:11111
韓國tvN,http://220.134.74.149:2398/udp/224.1.4.111:11111
韓國tvN,http://220.134.74.149:2398/udp/230.1.2.174:11111
亞洲綜合台,http://220.134.74.149:2398/udp/224.1.4.209:11111
亞洲綜合台,http://220.134.74.149:2398/udp/224.1.4.78:11111
亞洲旅遊台,http://220.134.74.149:2398/udp/224.1.4.34:11111
亞洲旅遊台,http://220.134.74.149:2398/udp/230.1.2.175:11111
滾動力 rollor,http://220.134.74.149:2398/udp/230.1.2.70:11111
滾動力 rollor,http://220.134.74.149:2398/udp/224.1.4.236:11111
Smart知識台,http://220.134.74.149:2398/udp/224.1.4.171:11111
Smart知識台,http://220.134.74.149:2398/udp/224.1.4.22:11111
TechStorm,http://220.134.74.149:2398/udp/230.1.2.159:11111
TechStorm,http://220.134.74.149:2398/udp/224.1.4.11:11111
Travel Channel,http://220.134.74.149:2398/udp/230.1.2.166:11111
Travel Channel,http://220.134.74.149:2398/udp/230.1.2.4:11111
Euronews,http://220.134.74.149:2398/udp/224.1.4.119:11111
時尚頻道,http://220.134.74.149:2398/udp/230.1.2.177:11111
時尚頻道,http://220.134.74.149:2398/udp/230.1.2.25:11111
人間衛視,http://220.134.74.149:2398/udp/224.1.4.89:11111
人間衛視,http://220.134.74.149:2398/udp/230.1.2.193:11111
大愛電視,http://220.134.74.149:2398/udp/224.1.4.54:11111
大愛電視,http://220.134.74.149:2398/udp/230.1.2.190:11111
大愛二台,http://220.134.74.149:2398/udp/230.1.2.199:11111
大愛二台,http://220.134.74.149:2398/udp/230.1.2.29:11111
華藏衛視,http://220.134.74.149:2398/udp/224.1.4.181:11111
華藏衛視,http://220.134.74.149:2398/udp/224.1.4.90:11111
唯心電視台,http://220.134.74.149:2398/udp/224.1.4.200:11111
唯心電視台,http://220.134.74.149:2398/udp/230.1.2.80:11111
正德電視台,http://220.134.74.149:2398/udp/224.1.4.195:11111
正德電視台,http://220.134.74.149:2398/udp/224.1.4.95:11111
生命電視台,http://220.134.74.149:2398/udp/224.1.4.93:11111
生命電視台,http://220.134.74.149:2398/udp/230.1.2.187:11111
佛衛電視慈悲台,http://220.134.74.149:2398/udp/224.1.4.178:11111
佛衛電視慈悲台,http://220.134.74.149:2398/udp/224.1.4.84:11111
好消息衛星電視台,http://220.134.74.149:2398/udp/224.1.4.4:11111
好消息衛星電視台,http://220.134.74.149:2398/udp/230.1.2.165:11111
GOOD TV 2,http://220.134.74.149:2398/udp/224.1.4.122:11111
GOOD TV 2,http://220.134.74.149:2398/udp/230.1.2.151:11111
美好1台,http://220.134.74.149:2398/udp/224.1.4.167:11111
美好1台,http://220.134.74.149:2398/udp/224.1.4.67:11111
美好2台,http://220.134.74.149:2398/udp/224.1.4.145:11111
momo1台,http://220.134.74.149:2398/udp/224.1.4.229:11111
momo1台,http://220.134.74.149:2398/udp/230.1.2.63:11111
momo2台,http://220.134.74.149:2398/udp/224.1.4.217:11111
momo2台,http://220.134.74.149:2398/udp/230.1.2.90:11111
東森購物1台,http://220.134.74.149:2398/udp/224.1.4.163:11111
東森購物1台,http://220.134.74.149:2398/udp/230.1.2.73:11111
東森購物2台,http://220.134.74.149:2398/udp/224.1.4.168:11111
東森購物2台,http://220.134.74.149:2398/udp/230.1.2.45:11111
東森購物3台,http://220.134.74.149:2398/udp/224.1.4.169:11111
東森購物3台,http://220.134.74.149:2398/udp/230.1.2.171:11111
東森購物3台,http://220.134.74.149:2398/udp/230.1.2.8:11111
東森購物4台,http://220.134.74.149:2398/udp/224.1.4.176:11111
東森購物4台,http://220.134.74.149:2398/udp/230.1.2.95:11111
東森購物5台,http://220.134.74.149:2398/udp/230.1.2.33:11111
幸福空間居家台,http://220.134.74.149:2398/udp/230.1.2.141:11111
幸福空間居家台,http://220.134.74.149:2398/udp/224.1.4.123:11111
HGTV 居家樂活頻道,http://220.134.74.149:2398/udp/224.1.4.183:11111
HGTV 居家樂活頻道,http://220.134.74.149:2398/udp/224.1.4.80:11111
頻道總表,http://220.134.74.149:2398/udp/224.1.4.116:11111
頻道總表,http://220.134.74.149:2398/udp/230.1.2.140:11111
頻道總表,http://220.134.74.149:2398/udp/230.1.2.107:11111
頻道總表,http://220.134.74.149:2398/udp/230.1.2.108:11111
MOD 4K LIVE,http://220.134.74.149:2398/udp/230.1.2.203:11111
MOD電影推薦內容,http://220.134.74.149:2398/udp/224.1.4.196:11111
MOD影劇推薦內容,http://220.134.74.149:2398/udp/224.1.4.102:11111
MOD影劇推薦內容,http://220.134.74.149:2398/udp/224.1.4.160:11111
MOD影劇推薦內容,http://220.134.74.149:2398/udp/224.1.4.98:11111
中信兄弟4K多視角,http://220.134.74.149:2398/udp/224.1.4.127:11111
☁️🌈晴天,#genre# 
东森新闻台,P2p://generationnexxxt.com:19806/311e31668d704df7ade8a4d5e745d49b
中天新闻台,P2p://generationnexxxt.com:19806/1180a44e6cef425e826c3e798f7f3ea9
壹电视新闻台,P2p://generationnexxxt.com:19806/dc5cf9b6bd4a43aa973b9beea88e631b
年代新闻(备),P2p://generationnexxxt.com:19806/00b0fb08552945cbbaf718f9d815ca73
民视新闻台,P2p://generationnexxxt.com:19806/96f9b2974a86449f9a6f881b4e23ca03
三立新闻台,P2p://generationnexxxt.com:19806/27c4d09b970a447dae2ef153650b7ac1
TVBS新闻台,P2p://generationnexxxt.com:19806/53f80a10fb054d5ab0649a59980025a9
TVBS,P2p://generationnexxxt.com:19806/5fe15c41a5ed4d5f9262ee28464c45c0
东森财经新闻台,P2p://generationnexxxt.com:19806/5634f613b7f84f81a5c56a6af4311d57
非凡新闻台,P2p://generationnexxxt.com:19806/3d7f2e1d0e04407ba29c656092041b09
BBC Lifestyle,P2p://generationnexxxt.com:19806/213ee36f11ba4b9896c8440290ebca3b
民视,P2p://generationnexxxt.com:19806/e85920ffa4de4c2cbab08ad68fd1d5ae
台视,P2p://generationnexxxt.com:19806/333435199f804b03aad4410d4674aaeb
Lifetime,P2p://generationnexxxt.com:19806/7d5e25a5a50c47c3b6853d45f9f54d63
大爱,P2p://generationnexxxt.com:19806/3a1fb2af7f384a148c57899bb1b50dfb
KLT-靖天国际台,P2p://generationnexxxt.com:19806/924e7a65eec84eddade5f03c3d5ebb37
中视,P2p://generationnexxxt.com:19806/695746eb4c094292a862a53216d54dac
霹雳台湾台,P2p://generationnexxxt.com:19806/0e3ab414dfb34fccb76d20665cd03da4
HGTV居家乐活频道,P2p://generationnexxxt.com:19806/695f8cb90c384faaa0a6253d92e35176
华视,P2p://generationnexxxt.com:19806/2ebe6c2c5cfd454ebdc30acc44e683d7
Love Nature,P2p://generationnexxxt.com:19806/95909f6c10614748a8d824e33bdfaad0
公视,P2p://generationnexxxt.com:19806/345c7e0b5a7545cfacafed5319da0351
美食星球,P2p://generationnexxxt.com:19806/02a89e372e1344d0b74c5b288d4d1cea
亚洲美食频道,P2p://generationnexxxt.com:19806/ac7e749ef27c4f2c8775ecaae5cd2206
好消息,P2p://generationnexxxt.com:19806/4d0ca895f6d94917a6d24019ab13bd5a
亚洲旅游台,P2p://generationnexxxt.com:19806/409459f958a04a5fa3609250df421445
EYE TV旅游台,P2p://generationnexxxt.com:19806/49931b62c0b34671af7cce9d0842ede8
原住民电视台,P2p://generationnexxxt.com:19806/97025f4b61624e4498cf89ac22dc2120
好消息2台,P2p://generationnexxxt.com:19806/75d2c136059342dca8535905bdbd3c19
三立综合台,P2p://generationnexxxt.com:19806/a29710ab6188439f8cfaf83e5268ac06
靖天资讯台,P2p://generationnexxxt.com:19806/f412c238a0594d74a72da81118a27f98
靖天综合台,P2p://generationnexxxt.com:19806/9617767eac9b4ce792a24a442e821b13
靖天育乐台,P2p://generationnexxxt.com:19806/056c144c71cc4b58be94ec2b1bc6409d
中视经典台,P2p://generationnexxxt.com:19806/b0fa86c1552742ffb1e5b79fcc2a9f5e
中视菁采台,P2p://generationnexxxt.com:19806/abf4b02e6c7d408ebc9947ae5b2e11c3
客家电视台,P2p://generationnexxxt.com:19806/12c8600cdaec420b96693e6cf2e37f67
TVBS精采台,P2p://generationnexxxt.com:19806/0af9c12ec2a347b9b626002b0d10f37c
壹电视综合,P2p://generationnexxxt.com:19806/cf21d5f3323f485b81fd561e01ddb505
纬来精采,P2p://generationnexxxt.com:19806/28427e22e6804e4a8ebd65671e789376
ETtoday综合台,P2p://generationnexxxt.com:19806/760bcd80b88c4fefa052bef73e87c234
台视综合台,P2p://generationnexxxt.com:19806/b8121a70de4c4ce1aa94361a1689297a
民视第一台,P2p://generationnexxxt.com:19806/c29c4ad3a69749f4908e9ae4cab91032
民视台湾台,P2p://generationnexxxt.com:19806/38f827cbd65f4fd8af9c173dc13f6cc7
Nice TV靖天欢乐台,P2p://generationnexxxt.com:19806/292ac060fb694ab6bab52a705abd0444
探索频道,P2p://generationnexxxt.com:19806/c7afe2fe39a04c1dada51462430dce8a
八大优频道,P2p://generationnexxxt.com:19806/108382b44b1d4a45ae635297d23a4b61
三立戏剧台,P2p://generationnexxxt.com:19806/3e3919a7f09443d1b07bdea99f22e42f
龙华戏剧,P2p://generationnexxxt.com:19806/b3526dee03424c8090e6d4d5e787c56b
靖天戏剧台,P2p://generationnexxxt.com:19806/08786346511f4fbbbbfe0c4e72ad9409
靖洋戏剧台,P2p://generationnexxxt.com:19806/0089fb08f1b448b99c18ce438a9f7fc5
靖天日本台,P2p://generationnexxxt.com:19806/a3d3573d8c2543bd81a38c0cf885f56d
i-Fun动漫台,P2p://generationnexxxt.com:19806/5e4556e2a12846c5bedb721c6b5ff1c3
TLC旅游生活,P2p://generationnexxxt.com:19806/32000d7eec2049c6b1de2eb8cd3c9348
韩国娱乐台,P2p://generationnexxxt.com:19806/8f28b72b74e64314b3b36973f682d021
达文西频道,P2p://generationnexxxt.com:19806/170c28c8132b4ce183b4fbf61537dcff
动物星球,P2p://generationnexxxt.com:19806/b165132a770741bcac023d15750067d3
ROCK Extreme,P2p://generationnexxxt.com:19806/337165af094e40b48fb6db958ffd1cdc
中视新闻台,P2p://generationnexxxt.com:19806/75f4ea0339f14b62b1df49ede1723daa
寰宇新闻台,P2p://generationnexxxt.com:19806/33c00ed7adda475f9afe8adbd600bd9a
华视新闻,P2p://generationnexxxt.com:19806/ad4759ce4ff244efaa766154165e5d39
CN卡通频道,P2p://generationnexxxt.com:19806/7eb800b1540d4aab9365efc149622aa0
NHK新闻资讯台,P2p://generationnexxxt.com:19806/6dd38f99d9ca484aa3f0a2a50f60ba0f
美亚电影台HD,P2p://generationnexxxt.com:19806/6c34f21c2c634e5db469a2971a6e4ed0
龙华电影,P2p://generationnexxxt.com:19806/40368423d7dc44baaac3fbfc644ee9bf
Smart知识台,P2p://generationnexxxt.com:19806/b90dd56d139b4ef9af62cfa2a07478f8
靖天映画,P2p://generationnexxxt.com:19806/02870872a71c4d2296b35dd02d5a9973
MOMO亲子台,P2p://generationnexxxt.com:19806/e15e61548a2b4ff792b3dd6620be8139
靖天电影台,P2p://generationnexxxt.com:19806/37bdc9a3001d4081a0f0885b317d7221
