电信线路,#genre#
澳门风云1,https://vip.ffzy-online.com/20221015/587_536debfc/index.m3u8
澳门风云2,https://vip.lz-cdn8.com/20220903/25590_a12ec6f7/index.m3u8
澳门风云3,https://vip.lz-cdn8.com/20220903/25592_5fdbb860/index.m3u8
赌神1,https://vip.ffzy-online.com/20221017/865_74da177a/index.m3u8
赌神2,https://vip.lz-cdn.com/20220622/20003_820596d4/index.m3u8
让子弹飞,https://vip.ffzy-play7.com/20230116/11563_b9f44814/index.m3u8
人再囧途之泰囧,https://vip.ffzy-play.com/20221018/1951_47e1adc8/index.m3u8
僵尸先生,https://vip.ffzy-play7.com/20230507/24165_799a7b4a/inde
狂怒沙暴,https://super.ffzy-online6.com/20230728/15732_833bb9b4/2000k/hls/mixed.m3u8
十二生肖,https://vip1.lz-cdn8.com/20220816/21825_d7835860/1000k/hls/mixed.m3u8
红番区,https://vip.ffzy-play6.com/20221112/6346_239e11e8/3000k/hls/mixed.m3u8
我是谁,https://vip.ffzy-pla6.com/20221022/881_da82c5bb/3000k/hls/mixed.m3u8
新警察故事,https://vip.ffzy-play6.com/20221017/15_7bd9a94d/3000k/hls/mixed.m3u8
飞鹰计划,https://vip.ffzy-play6.com/20221112/6252_a77ddc97/3000k/hls/mixed.m3u8
A计划,https://vod.lyhuicheng.com/20230717/puDV0OrF/index.m3u8
醉拳II,https://vip.ffzy-play6.com/20221129/9308_1fceb255/3000k/hls/mixed.m3u8
港剧TVB,http://dns.yiandrive.com:15907/yy/1456829119
TVB收视爆剧溏心风暴,http://dns.yiandrive.com:15907/yy/1382736916
香港院线大片最新,http://dns.yiandrive.com:15907/yy/1354936242
高分科幻,http://dns.yiandrive.com:15907/yy/1382851586
香港动作,http://dns.yiandrive.com:15907/yy/1382736816
TVB笑料王,http://dns.yiandrive.com:15907/yy/1382749910
TVB经典港剧,http://dns.yiandrive.com:15907/yy/1382745103
警察故事,https://vip.lz-cdn1.com/20220404/878_6675a846/1200k/hls/mixed.m3u8
警察故事III超级警察,https://vip.ffzy-play7.com/20221206/8266_97359a93/2000k/hls/mixed.m3u8
警察故事4：简单任务,https://vod.lyhuicheng.com/20230717/iaziYAzc/hls/index.m3u8
喜剧之王,https://vip.lzcdn2.com/20220318/38_f03aa8b5/1200k/hls/mixed.m3u8
功夫熊猫,https://vip.ffzy-play2.com/20221021/185_cbb77bf7/2000k/hls/mixed.m3u8
功夫熊猫2,https://vip.ffzy-play6.com/20221019/152_598bf3c6/3000k/hls/mixed.m3u8
A计划续集,https://vip1.lz-cdn10.com/20221012/2732_9fd148be/1200k/hls/mixed.m3u8
龙马精神,https://super.ffzy-online6.com/20230603/12901_b0997ad4/2000k/hls/mixed.m3u8
急先锋,https://vip.ffzy-play6.com/20221113/6503_476b3f6c/3000k/hls/mixed.m3u8
许愿神龙,https://vip.ffzy-play.com/20221015/902_baeb6b70/2000k/hls/mixed.m3u8
十二生肖,https://vip1.lz-cdn8.com/20220816/21825_d7835860/1000k/hls/mixed.m3u8
攀登者,https://vip.ffzy-play7.com/20221111/3124_7cca31fc/2000k/hls/mixed.m3u8
神话,https://vip.ffzy-play6.com/20221017/20_989dd1f8/3000k/hls/mixed.m3u8
福星高照,https://vip.ffzy-play6.com/20221128/8904_328483ba/3000k/hls/mixed.m3u8
重案组,https://vip1.lz-cdn1.com/20220522/6367_d2e376be/1200k/hls/mixed.m3u8
私人订制,https://vip.ffzy-play6.com/20221019/192_52684124/3000k/hls/mixed.m3u8
龙腾虎跃,https://vip.ffzy-play7.com/20221117/5171_c2d4c959/2000k/hls/mixed.m3u8
城市猎人,https://vip.ffzy-play7.com/20230112/11075_f5a96711/2000k/hls/mixed.m3u8
警察故事2013,https://vip1.lz-cdn1.com/20220420/2679_f713e430/1200k/hls/mixed.m3u8
花飞满城春,https://vip.lz-cdn3.com/20230715/20266_4e6d4caf/2000k/hls/mixed.m3u8
火烧岛,https://vip1.lz-cdn1.com/20220522/6326_33ed779b/1200k/hls/mixed.m3u8
千机变,https://vip.ffzy-play2.com/20221019/21_687fe198/2000k/hls/mixed.m3u8
奇迹1989,https://vip1.lz-cdn1.com/20220404/947_529bcfa4/1200k/hls/mixed.m3u8
奇迹,https://vip.ffzy-play6.com/20221020/375_f3ad7248/3000k/hls/mixed.m3u8
特警新人类,https://vip.ffzy-play6.com/20221112/6113_c01821f3/3000k/hls/mixed.m3u8
特务迷城,https://vip.ffzy-play6.com/20221019/111_6edaadc7/2000k/hls/mixed.m3u8
神探蒲松龄,https://vip.ffzy-play6.com/20221111/5646_d1cd614b/3000k/hls/mixed.m3u8
千机变Ⅱ花都大战,https://vip.ffzy-play6.com/20221020/312_3eb493a6/3000k/hls/mixed.m3u8
寻找成龙,https://vip.ffzy-play7.com/20221127/7273_4ce701a1/2000k/hls/mixed.m3u8
新宿事件,https://vip.ffzy-play7.com/20230314/18148_991eeb8a/2000k/hls/mixed.m3u8
拳精,https://vip.lzcdn2.com/20221112/22448_54ff8ab1/1200k/hls/mixed.m3u8
英伦对决,https://vip.lz-cdn3.com/20221119/16084_02999cf1/1200k/hls/mixed.m3u8
醉拳2,https://vip.ffzy-play6.com/20221129/9308_1fceb255/3000k/hls/mixed.m3u8
龙牌之谜,https://vip.ffzy-play7.com/20221111/3068_d0d6c55d/2000k/hls/mixed.m3u8
玻璃樽,https://vip.ffzy-play7.com/20221112/3750_97a1bebc/2000k/hls/mixed.m3u8
邻家特工,https://vip.ffzy-play6.com/20221127/8589_74f87ca4/3000k/hls/mixed.m3u8
功夫之王,https://vip.lzcdn2.com/20220328/870_2e271dfb/1200k/hls/mixed.m3u8
尖峰时刻,https://vip.ffzy-play6.com/20221112/6414_a02ac2a9/3000k/hls/mixed.m3u8
霹雳火,https://vip1.lz-cdn7.com/20230215/14264_e49dd103/2000k/hls/mixed.m3u8

龙兄虎弟,https://vip.ffzy-play6.com/20221116/7264_5b0b594e/3000k/hls/mixed.m3u8
双龙会,https://vip.ffzy-play6.com/20221112/6064_afbd5214/3000k/hls/mixed.m3u8
飞龙再生,https://vip.ffzy-play6.com/20221019/72_1934eddc/3000k/hls/mixed.m3u8
飞龙猛将,https://vip.ffzy-play6.com/20221207/10806_a4b679fd/3000k/hls/mixed.m3u8
宝贝计划,https://vip.ffzy-play2.com/20221021/73_d5c05ae2/2000k/hls/mixed.m3u8
功夫瑜伽,https://vip1.lz-cdn.com/20220812/28130_38a2cfba/1000k/hls/mixed.m3u8
绝地逃亡,https://vip.ffzy-play6.com/20221106/4545_59e4a8c2/3000k/hls/mixed.m3u8
天将雄师,https://vip.ffzy-play6.com/20221031/3078_d47ea8cc/3000k/hls/mixed.m3u8
醉拳3,https://vip.lzcdn2.com/20220528/7719_845dbb4a/1200k/hls/mixed.m3u8
功夫梦,https://vip.ffzy-play2.com/20221021/183_d195105f/2000k/hls/mixed.m3u8
快餐车,https://vip.ffzy-play7.com/20221115/4694_6f7f88ac/2000k/hls/mixed.m3u8
辛亥革命,https://vip.ffzy-play6.com/20221021/591_72533d75/3000k/hls/mixed.m3u8
铁道飞虎,https://vip.ffzy-play7.com/20221124/6781_bb0a18b1/2000k/hls/mixed.m3u8
威龙猛探,https://vip1.lz-cdn7.com/20230212/14191_de7ce1b2/2000k/hls/mixed.m3u8
超级计划,https://vip.ffzy-play7.com/20221112/3764_fd2b007a/2000k/hls/mixed.m3u8
上海正午,https://vip.ffzy-play7.com/20230130/12799_c0437a87/2000k/hls/mixed.m3u8
上海正午2：上海骑士,https://vip.ffzy-play7.com/20230131/12903_9b7878c4/2000k/hls/mixed.m3u8
警察故事（续集）,https://vip.ffzy-play7.com/20221115/4687_1e3f6f8c/2000k/hls/mixed.m3u8
新少林寺,https://vip.ffzy-play.com/20221015/881_3dbc4077/2000k/hls/mixed.m3u8
一个好人,https://vip.ffzy-play7.com/20221129/7713_3a3bd3ff/2000k/hls/mixed.m3u8
长津湖,https://txmov2.a.kwimgs.com/upic/2023/02/09/15/BMjAyMzAyMDkxNTI3MzVfNzM5MzQzNzIyXzk1ODE4NzEwMTYyXzBfMw==_b_B3bb6c8dfbd37a08e42d1fe1890930b1e.mp4
长津湖,https://c1.rrcdnbf1.com/video/changjinhu/HD%E5%9B%BD%E8%AF%AD/index.m3u8
长津湖之水门桥,https://txmov2.a.kwimgs.com/bs3/video-hls/5237686448215685150_hlshd15.m3u8
长津湖之水门桥,https://vip.ffzy-play7.com/20221125/7026_1ecb0db7/2000k/hls/mixed.m3u8
龙马精神,https://vip.lz-cdn3.com/20230601/19230_cc788705/2000k/hls/mixed.m3u8
战狼,https://c1.rrcdnbf2.com/video/zhanlang/HD%E5%9B%BD%E8%AF%AD/index.m3u8
战狼II,https://c1.rrcdnbf2.com/video/zhanlang2/HD%E5%9B%BD%E8%AF%AD/index.m3u8
杀破狼,https://vip.ffzy-play.com/20221018/1977_3ef7fe7e/2000k/hls/mixed.m3u8
杀破狼2,https://vip.ffzy-play7.com/20221124/6746_246ce5ec/2000k/hls/mixed.m3u8
流浪地球,https://vip.ffzy-play.com/20221017/1736_ff8acb44/2000k/hls/mixed.m3u8
流浪地球2,https://vip.ffzy-online2.com/20230416/32868_9cb1983d/2000k/hls/mixed.m3u8
夺帅,https://c1.rrcdnbf1.com/video/duoshuai/HD%E5%9B%BD%E8%AF%AD/index.m3u8
男儿本色,https://vod.lyhuicheng.com/20231209/tNUwwGjV/hls/index.m3u8
狼牙,https://c1.rrcdnbf1.com/video/langya/HD%E5%9B%BD%E8%AF%AD/index.m3u8
巨齿鲨2深渊,https://vip.lz-cdn3.com/20230825/21318_ed12a4ac/2000k/hls/mixed.m3u8
金刚川,https://vip.lz-cdn1.com/20220509/4941_1d399fb0/1200k/hls/mixed.m3u8
大话西游3,https://vip.ffzy-play2.com/20221124/1256_17ac3ecd/2000k/hls/mixed.m3u8
攀登者,https://vip.ffzy-play7.com/20221111/3124_7cca31fc/2000k/hls/mixed.m3u8
醉马骝,https://vip.lz-cdn1.com/20220411/1740_b85cb5fb/1200k/hls/mixed.m3u8
危城,https://vip.ffzy-play7.com/20221106/1952_cf983186/2000k/hls/mixed.m3u8
功守道,https://c1.rrcdnbf2.com/video/gongshoudao/HD%E5%9B%BD%E8%AF%AD/index.m3u8
蜀山传,https://c1.rrcdnbf1.com/video/shushanchuan/HD%E5%9B%BD%E8%AF%AD/index.m3u8
全城戒备,https://c1.rrcdnbf2.com/video/quanchengjiebei/HD%E5%9B%BD%E8%AF%AD/index.m3u8
双子神偷,https://c1.rrcdnbf2.com/video/shuangzishentou/HD%E5%9B%BD%E8%AF%AD/index.m3u8
开心魔法,https://c1.rrcdnbf1.com/video/kaixinmofa/HD%E5%9B%BD%E8%AF%AD/index.m3u8
机器侠,https://c1.rrcdnbf1.com/video/jiqixia/HD%E5%9B%BD%E8%AF%AD/index.m3u8
木乃伊3,https://c1.rrcdnbf1.com/video/munaiyi3/HD%E5%9B%BD%E8%AF%AD/index.m3u8
新少林寺,https://c1.rrcdnbf1.com/video/xinshaolinsi/HD%E5%9B%BD%E8%AF%AD/index.m3u8




国内动作1,http://i.880824.xyz:35455/yy/1382745176
国内动作2,http://i.880824.xyz:35455/yy/1382735561
动作电影3,http://i.880824.xyz:35455/yy/1354936168
动作大片4,http://i.880824.xyz:35455/yy/1354930887
国内动作5,http://i.880824.xyz:35455/yy/1382749917
电影05,http://i.880824.xyz:35455/yy/1354888739
电影06,http://i.880824.xyz:35455/yy/1382749940
国产动作电影,http://i.880824.xyz:35455/yy/1382736858
国内科幻电影,http://i.880824.xyz:35455/yy/1354932444
国产大片电影,http://i.880824.xyz:35455/yy/1354926655
電影輪播,http://i.880824.xyz:35455/yy/1353059120
国外动作,http://i.880824.xyz:35455/yy/1382735540
国内科幻,http://i.880824.xyz:35455/yy/1354936170
超燃警匪片,http://i.880824.xyz:35455/yy/1382735576
华子系列,http://i.880824.xyz:35455/yy/1354888726
国内科幻,http://i.880824.xyz:35455/yy/1354930821
香港动作,http://i.880824.xyz:35455/yy/1382736816
国产喜剧,http://i.880824.xyz:35455/yy/1382745113
国内科幻1,http://i.880824.xyz:35455/yy/1354936221
国外科幻片2,http://i.880824.xyz:35455/yy/1382735585
橙記港剧,http://i.880824.xyz:35455/douyu/4549169
热门港剧,http://i.880824.xyz:35455/douyu/5522351
冰冰经典,http://i.880824.xyz:35455/douyu/74374
神乐影剧,http://i.880824.xyz:35455/douyu/122402
神乐剧场,http://i.880824.xyz:35455/douyu/85894
可乐影院,http://i.880824.xyz:35455/douyu/20415
林正英,http://i.880824.xyz:35455/douyu/7356023
华语经典,http://i.880824.xyz:35455/douyu/434971
邵氏影院,http://i.880824.xyz:35455/douyu/4246519
特辑影院,http://i.880824.xyz:35455/douyu/3637778
欧美影院,http://i.880824.xyz:35455/douyu/508118
欧美大片,http://i.880824.xyz:35455/douyu/2793084
美剧解说,http://i.880824.xyz:35455/douyu/9643264
经典美剧,http://i.880824.xyz:35455/douyu/9123570
科幻Fans,http://i.880824.xyz:35455/douyu/3508304
科幻解说,http://i.880824.xyz:35455/douyu/9338839
娱乐扒叔,http://i.880824.xyz:35455/douyu/9624581
粤语综艺,http://i.880824.xyz:35455/douyu/7919720
贝贝影视,http://i.880824.xyz:35455/douyu/431460
不一样的电影,http://i.880824.xyz:35455/douyu/2632223
本山专场,http://i.880824.xyz:35455/douyu/9817716
刘德华,http://i.880824.xyz:35455/douyu/2516864
小猪剧院,http://i.880824.xyz:35455/douyu/10297898
斗鱼电影HD23,http://i.880824.xyz:35455/douyu/6079455
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典,https://cdn3.163189.xyz/live/cwjd/stream.m3u8
重温经典,http://php.jdshipin.com:8880/iptv.php?id=cwjd
重温经典,http://php.jdshipin.com:8880/PLTV/iptv.php?id=cwjd
重温经典,http://120.76.248.139/live/bfgd/4200000635.m3u8
神乐影剧,http://tc-tct.douyucdn2.cn/dyliveflv1/122402rK7MO9bXSq_2000.flv?wsAuth=8cea39337984fd3341cc9ec569502e4f&token=cpn-androidmpro-0-122402-0fcea45d2300cfa0ac75fafd8679bb53af10de8c33ae99d9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
神乐剧场,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&token=cpn-androidmpro-0-85894-a3575d938a4aa309c687f5fb85a1009fc65cfbeeb2672310&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=pla
可乐影院,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=2ccc7b4ba29208aaba62dae54cbbd68c&token=cpn-androidmpro-0-20415-b6774b3b3249db17fff84d73c7585c95e780dbccdb08e4bc&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
可乐影院,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=99705a1921ddd49fb7079a02f02bedc4&token=cpn-androidmpro-0-20415-b6774b3b3249db17d8beee6676fdf877fe8b1576307ef8e6&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p













流年维护,#genre#


向阳而生现场版,https://vd3.bdstatic.com/mda-qe3f0z4ca8vbpqbw/sc/wz265_v2/1714819913150135737/mda-qe3f0z4ca8vbpqbw.mp4



















