🐼电视公告,#genre#
斗鱼电影HD3,http://zzy789.xyz/douyu1.php?id=122402
斗鱼电影HD6,http://zzy789.xyz/douyu1.php?id=747764
斗鱼电影HD8,http://zzy789.xyz/douyu1.php?id=8663752
斗鱼电影HD12,http://zzy789.xyz/douyu1.php?id=2436390
斗鱼电影HD16,http://zzy789.xyz/douyu1.php?id=1504768
斗鱼电影HD17,http://zzy789.xyz/douyu1.php?id=3637726
斗鱼电影HD18,http://zzy789.xyz/douyu1.php?id=9292492
斗鱼电影HD19,http://zzy789.xyz/douyu1.php?id=3637765rrt97
斗鱼电影HD20,http://zzy789.xyz/douyu1.php?id=10395991
斗鱼电影HD21,http://zzy789.xyz/douyu1.php?id=10395986
斗鱼电影HD23,http://zzy789.xyz/douyu1.php?id=6079455
斗鱼电影HD24,http://zzy789.xyz/douyu1.php?id=315131
斗鱼电影HD25,http://zzy789.xyz/douyu1.php?id=8945323
斗鱼电影HD27,http://zzy789.xyz/douyu1.php?id=248753
斗鱼电影HD30,http://zzy789.xyz/douyu1.php?id=9650887
斗鱼电影HD32,http://zzy789.xyz/douyu1.php?id=10240510
斗鱼电影HD33,http://zzy789.xyz/douyu1.php?id=52787
斗鱼电影HD34,http://zzy789.xyz/douyu1.php?id=8985415
斗鱼电影HD36,http://zzy789.xyz/douyu1.php?id=1735337
斗鱼电影HD37,http://zzy789.xyz/douyu1.php?id=6537888
斗鱼电影HD38,http://zzy789.xyz/douyu1.php?id=6003761
斗鱼电影HD39,http://zzy789.xyz/douyu1.php?id=9683979
斗鱼电影HD40,http://zzy789.xyz/douyu1.php?id=1226741
斗鱼电影HD41,http://zzy789.xyz/douyu1.php?id=59612
斗鱼电影HD42,http://zzy789.xyz/douyu1.php?id=925724
斗鱼搞笑HD1,http://zzy789.xyz/douyu1.php?id=9220456
斗鱼搞笑HD2,http://zzy789.xyz/douyu1.php?id=9770949
斗鱼搞笑HD3,http://zzy789.xyz/douyu1.php?id=9067836
斗鱼搞笑HD4,http://zzy789.xyz/douyu1.php?id=9817729
斗鱼搞笑HD5,http://zzy789.xyz/douyu1.php?id=8737695
小黛兮影㊣版,http://zzy789.xyz/douyu1.php?id=11553944
冰冰经典,http://zzy789.xyz/douyu1.php?id=74374
星爷影院,http://zzy789.xyz/douyu1.php?id=508118
凌儿影院,http://zzy789.xyz/douyu1.php?id=1377142
恐怖惊悚,http://zzy789.xyz/douyu1.php?id=96577
電影劇場,http://zzy789.xyz/douyu1.php?id=7575350
避风影院,http://zzy789.xyz/douyu1.php?id=9826611
赵本山小品,http://zzy789.xyz/douyu1.php?id=9817716
开心麻花小品,http://zzy789.xyz/douyu1.php?id=10153463
许君聪小品,http://zzy789.xyz/douyu1.php?id=10419558
贾玲小品,http://zzy789.xyz/douyu1.php?id=10419541
经典相声小品,http://zzy789.xyz/douyu1.php?id=9273031
辽宁台相声小品,http://zzy789.xyz/douyu1.php?id=9403712
神探狄仁杰,http://zzy789.xyz/douyu1.php?id=6027991
科学黑历史,http://zzy789.xyz/douyu1.php?id=9317739
爱情公寓,http://zzy789.xyz/douyu1.php?id=6863367
燕双鹰,http://zzy789.xyz/douyu1.php?id=3439096
悍匪技术学院,http://zzy789.xyz/douyu1.php?id=922564
神探狄仁杰,http://zzy789.xyz/douyu1.php?id=5875025
炊事班的故事III,http://zzy789.xyz/douyu1.php?id=319576
雍正王朝,http://zzy789.xyz/douyu1.php?id=6911044
经典港剧天地,http://zzy789.xyz/douyu1.php?id=4290711
怀旧剧场剧经典,http://zzy789.xyz/douyu1.php?id=7119207
热门港剧天地,http://zzy789.xyz/douyu1.php?id=5522351
地下交通站,http://zzy789.xyz/douyu1.php?id=7253343
经典港剧情景剧,http://zzy789.xyz/douyu1.php?id=9548850
粤语港剧豆腐集团,http://zzy789.xyz/douyu1.php?id=6478650
西关大院粤语,http://zzy789.xyz/douyu1.php?id=11878141
庆余年,http://zzy789.xyz/douyu1.php?id=7812810
一起看港剧,http://zzy789.xyz/douyu1.php?id=5061550
一起追经典大片,http://zzy789.xyz/douyu1.php?id=11922242
金庸武侠致敬经典,http://zzy789.xyz/douyu1.php?id=9285904
雍正康熙帝王故事,http://zzy789.xyz/douyu1.php?id=4808115
爱情公寓,http://zzy789.xyz/douyu1.php?id=7495810
隋唐英雄传,http://zzy789.xyz/douyu1.php?id=7552568
和平饭店,http://zzy789.xyz/douyu1.php?id=9650782
好剧看不停,http://zzy789.xyz/douyu1.php?id=9388938
热影连连看,http://zzy789.xyz/douyu1.php?id=9388931
龙门镖局,http://zzy789.xyz/douyu1.php?id=10329719
龙门镖局,http://zzy789.xyz/douyu1.php?id=10297898
龙门镖局,http://zzy789.xyz/douyu1.php?id=10329713
朱一旦顶级团队,http://zzy789.xyz/douyu1.php?id=8768943
开心锤锤,http://zzy789.xyz/douyu1.php?id=9018297
逐梦花姐,http://zzy789.xyz/douyu1.php?id=4058285
养老院☞,http://zzy789.xyz/douyu1.php?id=2073
倍速播放快乐会加倍,http://zzy789.xyz/douyu1.php?id=4105989
芒果酱刑侦,http://zzy789.xyz/douyu1.php?id=138959
鬼吹灯,http://zzy789.xyz/douyu1.php?id=5635000
PDD影院,http://zzy789.xyz/douyu1.php?id=1274132
优秀展播,http://zzy789.xyz/douyu1.php?id=3811092
喜剧电影笑不停,http://zzy789.xyz/douyu1.php?id=10298856
悬疑短剧剧场,http://zzy789.xyz/douyu1.php?id=9297412
大笑影院,http://zzy789.xyz/douyu1.php?id=10329300
四叶草影视,http://zzy789.xyz/douyu1.php?id=9446117
动物启示录,http://zzy789.xyz/douyu1.php?id=9443129
辽视组团上春晚,http://zzy789.xyz/douyu1.php?id=9406416
爱笑会议室,http://zzy789.xyz/douyu1.php?id=9375430
本山快乐营,http://zzy789.xyz/douyu1.php?id=9374865
辽视辽宁春晚集锦,http://zzy789.xyz/douyu1.php?id=9403738
辽台好物种草,http://zzy789.xyz/douyu1.php?id=10074407
3030相声小品,http://zzy789.xyz/douyu1.php?id=9286868
内蒙古欢乐驿站,http://zzy789.xyz/douyu1.php?id=9365077
龙视欢乐英雄转,http://zzy789.xyz/douyu1.php?id=9374836
欢乐集结号,http://zzy789.xyz/douyu1.php?id=9403781
龙视超级笑匠,http://zzy789.xyz/douyu1.php?id=9375450
谭谈交通,http://zzy789.xyz/douyu1.php?id=9704010
古今中外犯罪录,http://zzy789.xyz/douyu1.php?id=9171887
世界未解之谜,http://zzy789.xyz/douyu1.php?id=9369468
暴走漫画,http://zzy789.xyz/douyu1.php?id=1275878
韩国RM24H,http://zzy789.xyz/douyu1.php?id=131977
大漠叔叔,http://zzy789.xyz/douyu1.php?id=1109218
吐槽大会,http://zzy789.xyz/douyu1.php?id=9236042
一条闲木鱼,http://zzy789.xyz/douyu1.php?id=10102281
宇宙探索飞船,http://zzy789.xyz/douyu1.php?id=9456028
英大吉的奇闻档案,http://zzy789.xyz/douyu1.php?id=9174097
科学放映室,http://zzy789.xyz/douyu1.php?id=9439712
走进“柯”学,http://zzy789.xyz/douyu1.php?id=9065082
宇宙视界,http://zzy789.xyz/douyu1.php?id=9498354
迷惑住宅行为,http://zzy789.xyz/douyu1.php?id=3431701
周六野ZOEY健身,http://zzy789.xyz/douyu1.php?id=8912150
世界纪录大全,http://zzy789.xyz/douyu1.php?id=9406359
梦想改造家,http://zzy789.xyz/douyu1.php?id=7335280
TFBOYS饭团,http://zzy789.xyz/douyu1.php?id=9565765
亚巴拉辛巴V,http://zzy789.xyz/douyu1.php?id=5179152
美食家2,http://zzy789.xyz/douyu1.php?id=260322
舌尖上的印度,http://zzy789.xyz/douyu1.php?id=5895598
欢乐猴群,http://zzy789.xyz/douyu1.php?id=7921708
大庆在农村,http://zzy789.xyz/douyu1.php?id=9477316
我是郭杰瑞,http://zzy789.xyz/douyu1.php?id=7357786
深夜民间故事,http://zzy789.xyz/douyu1.php?id=10217984
恰饭橘美食制作,http://zzy789.xyz/douyu1.php?id=7974136
追寻那解不开的问题,http://zzy789.xyz/douyu1.php?id=5727066
花町馆长,http://zzy789.xyz/douyu1.php?id=2295993
蔡恩雨PRISCILLA,http://zzy789.xyz/douyu1.php?id=9662853
带你领略宇宙星海,http://zzy789.xyz/douyu1.php?id=9412981
丛林工程师,http://zzy789.xyz/douyu1.php?id=9804149
纪录片之世界各地,http://zzy789.xyz/douyu1.php?id=8834003
荒野万池王,http://zzy789.xyz/douyu1.php?id=9544576
荒野建筑指南,http://zzy789.xyz/douyu1.php?id=10226974
探秘者大正,http://zzy789.xyz/douyu1.php?id=9330485
游钓中国,http://zzy789.xyz/douyu1.php?id=791411
钓鱼大锋子,http://zzy789.xyz/douyu1.php?id=10074370
野行涛哥海钓王,http://zzy789.xyz/douyu1.php?id=9329608
书岳钓鱼,http://zzy789.xyz/douyu1.php?id=10100206
农村一级野钓大师,http://zzy789.xyz/douyu1.php?id=9433591
俩个麻瓜,http://zzy789.xyz/douyu1.php?id=10121755
渔民老海,http://zzy789.xyz/douyu1.php?id=9272327
同行渔猎笔记,http://zzy789.xyz/douyu1.php?id=2718202
游钓文龙,http://zzy789.xyz/douyu1.php?id=10104803
渔农泰叔,http://zzy789.xyz/douyu1.php?id=9348784
花花与三猫CATLIVE,http://zzy789.xyz/douyu1.php?id=7348194
萌宠喵来啦,http://zzy789.xyz/douyu1.php?id=8657669
国际吸猫协会,http://zzy789.xyz/douyu1.php?id=8657834
和猫住,http://zzy789.xyz/douyu1.php?id=850030
阿尔法是只边牧,http://zzy789.xyz/douyu1.php?id=8662812
戒喵中心,http://zzy789.xyz/douyu1.php?id=8658212
仓鼠大逃亡,http://zzy789.xyz/douyu1.php?id=10354920
亮亮猫,http://zzy789.xyz/douyu1.php?id=4340136
养狗的一浩,http://zzy789.xyz/douyu1.php?id=9478842
爱旅行的巧克力,http://zzy789.xyz/douyu1.php?id=9653323
多多其木格,http://zzy789.xyz/douyu1.php?id=9075374
小艾大叔看豪宅,http://zzy789.xyz/douyu1.php?id=9314668
敬汉卿250,http://zzy789.xyz/douyu1.php?id=2912165
民工小代,http://zzy789.xyz/douyu1.php?id=9616619
到远方旅行,http://zzy789.xyz/douyu1.php?id=9614588
王LI差点红,http://zzy789.xyz/douyu1.php?id=9348469
搞笑孟文明,http://zzy789.xyz/douyu1.php?id=9766337
小红在农村,http://zzy789.xyz/douyu1.php?id=1492444
梦觉教游泳,http://zzy789.xyz/douyu1.php?id=4531679
竹内亮导演,http://zzy789.xyz/douyu1.php?id=8933612
当下频道,http://zzy789.xyz/douyu1.php?id=9389239
内蒙卡秋,http://zzy789.xyz/douyu1.php?id=9067858
大胡子魏,http://zzy789.xyz/douyu1.php?id=8792763
穆杉车话,http://zzy789.xyz/douyu1.php?id=9602107
海绵宝宝,http://zzy789.xyz/douyu1.php?id=3949681
超燃怀旧经典,http://zzy789.xyz/douyu1.php?id=1174353
海绵宝宝,http://zzy789.xyz/douyu1.php?id=1569773
名侦探柯南,http://zzy789.xyz/douyu1.php?id=1487654
名侦探柯南,http://zzy789.xyz/douyu1.php?id=1783144
十代,http://zzy789.xyz/douyu1.php?id=1218414
草帽丶海贼团,http://zzy789.xyz/douyu1.php?id=997925
童年往事,http://zzy789.xyz/douyu1.php?id=7256376
搞笑动漫配音,http://zzy789.xyz/douyu1.php?id=9650181
小小天才搞笑视频,http://zzy789.xyz/douyu1.php?id=9419678
重生小说合集,http://zzy789.xyz/douyu1.php?id=562225
中二日记搞笑,http://zzy789.xyz/douyu1.php?id=9505575
植物椿的房间,http://zzy789.xyz/douyu1.php?id=9771247
屁屁鸭家族,http://zzy789.xyz/douyu1.php?id=9461930
大兵动画,http://zzy789.xyz/douyu1.php?id=9516137
杰克大魔王,http://zzy789.xyz/douyu1.php?id=9729740
STARSHINE刹那,http://zzy789.xyz/douyu1.php?id=9191006
绘说篮球,http://zzy789.xyz/douyu1.php?id=9401305
草泥泥影院,http://zzy789.xyz/douyu1.php?id=9091049
画渣花小烙,http://zzy789.xyz/douyu1.php?id=9072066
血小板呐呐,http://zzy789.xyz/douyu1.php?id=4285043
是脑洞君君君,http://zzy789.xyz/douyu1.php?id=9360149
千代语默,http://zzy789.xyz/douyu1.php?id=9484187
是小X同学呀,http://zzy789.xyz/douyu1.php?id=9415020
猫总白一航,http://zzy789.xyz/douyu1.php?id=9517105
UP主DJC,http://zzy789.xyz/douyu1.php?id=9429545
川麻麻将大师赛,http://zzy789.xyz/douyu1.php?id=10217975
经典拳赛,http://zzy789.xyz/douyu1.php?id=9412138

🐼体育专区,#genre#

JJ斗地主,http://tc-tct.douyucdn2.cn/dyliveflv1a/488743rAHScWyyII_2000.flv?wsAuth=fd695c444eeee99cc6122ed396c805ba&token=cpn-androidmpro-0-488743-df8b1830ef2e6ce156759645768df95bf77749da61fcc901&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2

咪咕视频,http://39.134.67.108/PLTV/88888888/224/3221225895/1.m3u8
咪咕体育,http://39.134.67.108/PLTV/88888888/224/3221225897/1.m3u8
咪咕视频,http://39.134.67.108/PLTV/88888888/224/3221226027/1.m3u8
咪咕体育,http://39.134.67.108/PLTV/88888888/224/3221226031/1.m3u8
睛彩竞技,http://39.134.67.108/PLTV/88888888/224/3221226046/1.m3u8

睛彩竞技,http://tvbox6.icu/tv/zb/zjctcc.php?id=343$浙江电信组播
睛彩篮球,http://tvbox6.icu/tv/zb/zjctcc.php?id=344
睛彩广场舞,http://tvbox6.icu/tv/zb/zjctcc.php?id=345
睛彩羽毛球,http://tvbox6.icu/tv/zb/zjctcc.php?id=346

睛彩青少,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010147/index.m3u8
睛彩青少,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000006000270007/index.m3u8?channel-id=ystenlive&Contentid=1000000006000270007&livemode=1&stbId=3



纬来体育,rtmp://220.130.201.73/sat/tv721
纬来体育,http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
纬来体育,rtmp://f13h.mine.nu/sat/tv721

ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731$台湾中华电信
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741$台湾中华电信
NBA TV,http://170.yfvodcdn.com:19980/live/nbaTV2/hls.m3u8
皇马RMTV,https://rmtv.akamaized.net/hls/live/2043153/rmtv-es-web/bitrate_3.m3u8
红牛极限运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
迪拜体育2,https://svs.itworkscdn.net/smc4sportslive/smc4.smil/playlist.m3u8

NOW体育1,http://60.30.198.43:5080/HK/nowty/hls.m3u8
NOW体育2,http://60.30.198.43:5080/HK/nowty2/hls.m3u8
NOW SPORTS1,http://220.246.126.166:9981/stream/channel/dc8db4742fcbe0da67fa417159b6fadd
美国摔跤,https://d2p372oxiwmcn1.cloudfront.net:443/hls/1080p/playlist.m3u8
摔跤格斗,https://d2p372oxiwmcn1.cloudfront.net/hls/1080p/playlist.m3u8
美国极限运动台,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8

🐼北方广电,#genre#

CCTV-1HD,http://120.76.248.139/live/bfgd/4200000484.m3u8
CCTV-1HD,http://120.76.248.139/live/bfgd/4200000488.m3u8
CCTV-1HD,http://120.76.248.139/live/bfgd/4200000489.m3u8
CCTV-1HD,http://120.76.248.139/live/bfgd/4200000201.m3u8
CCTV-2HD,http://120.76.248.139/live/bfgd/4200000061.m3u8
CCTV-3HD,http://120.76.248.139/live/bfgd/4200000062.m3u8
CCTV-4HD,http://120.76.248.139/live/bfgd/4200000063.m3u8
CCTV-5HD,http://120.76.248.139/live/bfgd/4200000064.m3u8
CCTV-5+HD,http://120.76.248.139/live/bfgd/4200000246.m3u8
CCTV-6HD,http://120.76.248.139/live/bfgd/4200000065.m3u8
CCTV-7HD,http://120.76.248.139/live/bfgd/4200000127.m3u8
CCTV-8HD,http://120.76.248.139/live/bfgd/4200000066.m3u8
CCTV-9HD,http://120.76.248.139/live/bfgd/4200000128.m3u8
CCTV-10HD,http://120.76.248.139/live/bfgd/4200000129.m3u8
CCTV-11HD,http://120.76.248.139/live/bfgd/4200000130.m3u8
CCTV-12HD,http://120.76.248.139/live/bfgd/4200000131.m3u8
CCTV-13HD,http://120.76.248.139/live/bfgd/4200000067.m3u8
CCTV-14HD,http://120.76.248.139/live/bfgd/4200000132.m3u8
CCTV-15HD,http://120.76.248.139/live/bfgd/4200000133.m3u8
CCTV-17HD,http://120.76.248.139/live/bfgd/4200000204.m3u8
CGTN阿拉伯语,http://120.76.248.139/live/bfgd/4200000308.m3u8
CGTN西班牙语,http://120.76.248.139/live/bfgd/4200000306.m3u8
CGTN法语,http://120.76.248.139/live/bfgd/4200000307.m3u8
CGTN,http://120.76.248.139/live/bfgd/4200000134.m3u8
CGTN俄罗斯语,http://120.76.248.139/live/bfgd/4200000309.m3u8
中国教育1,http://120.76.248.139/live/bfgd/4200000135.m3u8
中国教育2,http://120.76.248.139/live/bfgd/4200000492.m3u8
CHC华诚影视,http://120.76.248.139/live/bfgd/4200000289.m3u8
安徽卫视HD,http://120.76.248.139/live/bfgd/4200000096.m3u8
北京卫视HD,http://120.76.248.139/live/bfgd/4200000083.m3u8
北京|北京纪实科教,http://120.76.248.139/live/bfgd/4200000113.m3u8
北京|北京卡酷少儿,http://120.76.248.139/live/bfgd/4200000106.m3u8
兵团卫视,http://120.76.248.139/live/bfgd/4200000124.m3u8
百姓健康,http://120.76.248.139/live/bfgd/4200000219.m3u8
北京|车迷频道,http://120.76.248.139/live/bfgd/4200000146.m3u8
重庆|重庆汽摩,http://120.76.248.139/live/bfgd/4200000168.m3u8
重庆卫视HD,http://120.76.248.139/live/bfgd/4200000107.m3u8
重温经典,http://120.76.248.139/live/bfgd/4200000635.m3u8
重温经典,http://120.76.248.139/live/bfgd/4200000636.m3u8
东方卫视HD,http://120.76.248.139/live/bfgd/4200000093.m3u8
东南卫视HD,http://120.76.248.139/live/bfgd/4200000483.m3u8
CCTV-电视指南,http://120.76.248.139/live/bfgd/4200000164.m3u8
中央新影-发现之旅,http://120.76.248.139/live/bfgd/4200000151.m3u8
CCTV-风云足球,http://120.76.248.139/live/bfgd/4200000225.m3u8
上海|法治天地,http://120.76.248.139/live/bfgd/4200000162.m3u8
广东卫视HD,http://120.76.248.139/live/bfgd/4200000092.m3u8
甘肃卫视HD,http://120.76.248.139/live/bfgd/4200000119.m3u8
河南|国学频道,http://120.76.248.139/live/bfgd/4200000169.m3u8
广西卫视HD,http://120.76.248.139/live/bfgd/4200000116.m3u8
贵州|天元围棋,http://120.76.248.139/live/bfgd/4200000633.m3u8
贵州卫视HD,http://120.76.248.139/live/bfgd/4200000101.m3u8
河南卫视HD,http://120.76.248.139/live/bfgd/4200000339.m3u8
湖北卫视HD,http://120.76.248.139/live/bfgd/4200000102.m3u8
河北卫视HD,http://120.76.248.139/live/bfgd/4200000108.m3u8
CCTV-怀旧剧场,http://120.76.248.139/live/bfgd/4200000224.m3u8
黑龙江卫视HD,http://120.76.248.139/live/bfgd/4200000095.m3u8
湖南|茶频道,http://120.76.248.139/live/bfgd/4200000181.m3u8
湖南|hnjykt,http://120.76.248.139/live/bfgd/4200000350.m3u8
湖南|快乐垂钓,http://120.76.248.139/live/bfgd/4200000228.m3u8
湖南卫视HD,http://120.76.248.139/live/bfgd/4200000086.m3u8
湖南|先锋乒羽,http://120.76.248.139/live/bfgd/4200000349.m3u8
北京|环球旅游,http://120.76.248.139/live/bfgd/4200000147.m3u8
吉林卫视HD,http://120.76.248.139/live/bfgd/4200000097.m3u8
江苏|财富天下,http://120.76.248.139/live/bfgd/4200000231.m3u8
江苏卫视HD,http://120.76.248.139/live/bfgd/4200000085.m3u8
辽宁|家庭理财,http://120.76.248.139/live/bfgd/4200000139.m3u8
江西卫视HD,http://120.76.248.139/live/bfgd/4200000098.m3u8
中央新影-老故事,http://120.76.248.139/live/bfgd/4200000166.m3u8
辽宁|鞍山新闻综合,http://120.76.248.139/live/bfgd/4200000274.m3u8
辽宁|辽宁北方,http://120.76.248.139/live/bfgd/4200000071.m3u8
辽宁|本溪新闻频道,http://120.76.248.139/live/bfgd/4200000312.m3u8
辽宁|朝阳新闻综合,http://120.76.248.139/live/bfgd/4200000282.m3u8
辽宁|辽宁导视,http://120.76.248.139/live/bfgd/4200000187.m3u8
辽宁|丹东新闻综合,http://120.76.248.139/live/bfgd/4200000276.m3u8
辽宁|大连新闻综合,http://120.76.248.139/live/bfgd/4200000273.m3u8
辽宁|辽宁都市,http://120.76.248.139/live/bfgd/4200000610.m3u8
辽宁|辽宁都市,http://120.76.248.139/live/bfgd/4200000068.m3u8
辽宁|抚顺新闻综合,http://120.76.248.139/live/bfgd/4200000275.m3u8
辽宁|阜新新闻综合,http://120.76.248.139/live/bfgd/4200000279.m3u8
辽宁|辽宁公共,http://120.76.248.139/live/bfgd/4200000481.m3u8
辽宁|辽宁公共,http://120.76.248.139/live/bfgd/4200000077.m3u8
辽宁|葫芦岛新闻综合,http://120.76.248.139/live/bfgd/4200000284.m3u8
辽宁|龙港综合,http://120.76.248.139/live/bfgd/4200000490.m3u8
辽宁|连山综合,http://120.76.248.139/live/bfgd/4200000491.m3u8
辽宁|辽宁经济,http://120.76.248.139/live/bfgd/4200000076.m3u8
辽宁|辽宁经济,http://120.76.248.139/live/bfgd/4200000480.m3u8
辽宁|辽宁教育青少,http://120.76.248.139/live/bfgd/4200000075.m3u8
辽宁|锦州新闻综合,http://120.76.248.139/live/bfgd/4200000277.m3u8
辽宁|辽阳新闻综合,http://120.76.248.139/live/bfgd/4200000280.m3u8
辽宁|盘锦新闻综合,http://120.76.248.139/live/bfgd/4200000283.m3u8
辽宁|辽宁生活,http://120.76.248.139/live/bfgd/4200000073.m3u8
辽宁|沈阳新闻,http://120.76.248.139/live/bfgd/4200000059.m3u8
辽宁|铁岭综合频道,http://120.76.248.139/live/bfgd/4200000281.m3u8
辽宁|辽宁体育,http://120.76.248.139/live/bfgd/4200000611.m3u8
辽宁卫视,http://120.76.248.139/live/bfgd/4200000141.m3u8
辽宁卫视,http://120.76.248.139/live/bfgd/4200000185.m3u8
辽宁卫视HD,http://120.76.248.139/live/bfgd/4200000058.m3u8
辽宁|营口新闻频道,http://120.76.248.139/live/bfgd/4200000278.m3u8
辽宁|辽宁影视剧,http://120.76.248.139/live/bfgd/4200000070.m3u8
海南卫视HD,http://120.76.248.139/live/bfgd/4200000473.m3u8
内蒙古卫视,http://120.76.248.139/live/bfgd/4200000110.m3u8
CCTV-女性时尚,http://120.76.248.139/live/bfgd/4200000176.m3u8
宁夏卫视,http://120.76.248.139/live/bfgd/4200000118.m3u8
青海卫视,http://120.76.248.139/live/bfgd/4200000111.m3u8
山东|收藏天下,http://120.76.248.139/live/bfgd/4200000155.m3u8
四川卫视HD,http://120.76.248.139/live/bfgd/4200000103.m3u8
山东教育卫视,http://120.76.248.139/live/bfgd/4200000112.m3u8
山东卫视HD,http://120.76.248.139/live/bfgd/4200000099.m3u8
北京|四海钓鱼,http://120.76.248.139/live/bfgd/4200000229.m3u8
书画频道,http://120.76.248.139/live/bfgd/4200000180.m3u8
CCTV-世界地理,http://120.76.248.139/live/bfgd/4200000177.m3u8
农林卫视,http://120.76.248.139/live/bfgd/4200000122.m3u8
陕西卫视HD,http://120.76.248.139/live/bfgd/4200000512.m3u8
山西卫视,http://120.76.248.139/live/bfgd/4200000109.m3u8
深圳卫视HD,http://120.76.248.139/live/bfgd/4200000100.m3u8
新疆卫视,http://120.76.248.139/live/bfgd/4200000150.m3u8
上海|新视觉HD,http://120.76.248.139/live/bfgd/4200000249.m3u8
北京|生态环境频道,http://120.76.248.139/live/bfgd/4200000149.m3u8
西藏卫视,http://120.76.248.139/live/bfgd/4200000121.m3u8
延边卫视,http://120.76.248.139/live/bfgd/4200000117.m3u8
云南卫视HD,http://120.76.248.139/live/bfgd/4200000482.m3u8
北京|优优宝贝,http://120.76.248.139/live/bfgd/4200000153.m3u8
北京|中华特产,http://120.76.248.139/live/bfgd/4200000158.m3u8
浙江卫视HD,http://120.76.248.139/live/bfgd/4200000094.m3u8
甘肃|INBM证券服务,http://120.76.248.139/live/bfgd/4200000601.m3u8
甘肃|纪录片,http://120.76.248.139/live/bfgd/4200000615.m3u8
甘肃|纪录片,http://120.76.248.139/live/bfgd/4200000286.m3u8
甘肃|纪录片,http://120.76.248.139/live/bfgd/4200000287.m3u8
甘肃|纪录片,http://120.76.248.139/live/bfgd/4200000288.m3u8
甘肃|购物,http://120.76.248.139/live/bfgd/4200000626.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000290.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000291.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000292.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000293.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000295.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000296.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000297.m3u8
甘肃|轮播,http://120.76.248.139/live/bfgd/4200000298.m3u8


🐼北京ID10,#genre#
//北京电视台

北京卫视,http://dsk.cc/bjtv/btime.php?id=bjws$北京时间网
北京文艺,http://dsk.cc/bjtv/btime.php?id=bjwy$北京时间网
北京影视,http://dsk.cc/bjtv/btime.php?id=bjys$北京时间网
北京财经,http://dsk.cc/bjtv/btime.php?id=bjcj$北京时间网
北京生活,http://dsk.cc/bjtv/btime.php?id=bjsh$北京时间网
北京新闻,http://dsk.cc/bjtv/btime.php?id=bjxw$北京时间网
卡酷少儿,http://dsk.cc/bjtv/btime.php?id=bjkk$北京时间网

IPTV淘电影,http://106.53.99.30/dl/bjyd.php?id=101$北京移动
IPTV淘剧场,http://106.53.99.30/dl/bjyd.php?id=102$北京移动
IPTV4K,http://106.53.99.30/dl/bjyd.php?id=103$北京移动
IPTV淘电影,http://106.53.99.30/公众号【榴芒电视】/proxy/bjyd.php?id=104

北京卫视,http://dsk.cc/php/hndj.php?id=bjws$河南党教


北京卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010143/1.m3u8$海南移动V6
北京纪实科教,http://49.7.69.235/downflv.brtvcloud.com/8klive/8kliveok.m3u8$官方8K
北京纪实科教,http://111.31.106.140/downflv.brtvcloud.com/8klive/8kliveok.m3u8$官方8K

通州融媒,http://221.219.65.45:18888/udp/239.3.1.221:8001
朝阳融媒,http://221.219.65.45:18888/udp/239.3.1.163:8001
北京IPTV淘剧场,http://221.219.65.45:18888/udp/239.3.1.95:8001
北京IPTV淘娱乐,http://221.219.65.45:18888/udp/239.3.1.100:8001
北京IPTV萌宠,http://221.219.65.45:18888/udp/239.3.1.102:8001
北京IPTV淘精彩,http://221.219.65.45:18888/udp/239.3.1.178:8001
北京IPTV淘BABY,http://221.219.65.45:18888/udp/239.3.1.238:8001
北京IPTV4K,http://221.219.65.45:18888/udp/239.3.1.249:8001
北京IPTV淘电影,http://221.219.65.45:18888/udp/239.3.1.250:8001
IPTV收视指南,http://221.219.65.45:18888/udp/239.3.1.193:8012
IPTV热播剧场,http://221.219.65.45:18888/udp/239.3.1.194:9020
IPTV经典电影,http://221.219.65.45:18888/udp/239.3.1.195:9024
IPTV魅力时尚,http://221.219.65.45:18888/udp/239.3.1.196:9012
IPTV少儿动画,http://221.219.65.45:18888/udp/239.3.1.199:9000
爱上4K,http://221.219.65.45:18888/udp/239.3.1.236:2000
大健康,http://221.219.65.45:18888/udp/239.3.1.251:8001
